Pattern,Scores
01G,3.0
02G,2.5
03G,2.5
04G,5.0
05G,3.333333333333333
06G,2.5
07G,6.0
08G,3.333333333333333
09G,5.0
10G,3.0
11G,5.0
12G,5.0
13G,3.333333333333333
14G,3.0
15G,5.0
16G,5.0
17G,3.333333333333333
18G,3.0
19G,5.0
20G,2.0
21G,3.333333333333333
22G,2.5
23G,5.0
24G,5.0
25G,3.0
26G,3.333333333333333
27G,3.333333333333333
28G,5.0
29G,3.333333333333333
30G,2.5
