Pattern,Scores
01C,2.0
02C,0.0
03C,1.0
04C,5.0
05C,3.0
06C,4.0
07C,6.0
08C,8.0
09C,7.0
10C,8.0
11C,9.0
12C,8.0
13C,11.0
14C,12.0
15C,13.0
16C,5.0
17C,1.0
18C,4.0
19C,5.0
20C,3.0
21C,6.0
22C,5.0
23C,7.0
24C,8.0
25C,8.0
26C,10.0
27C,9.0
28C,13.0
29C,13.0
30C,14.0
