Pattern,Scores
01C,2.0
02C,0.0
03C,2.0
04C,3.0
05C,4.0
06C,4.0
07C,5.0
08C,5.0
09C,7.0
10C,7.0
11C,9.0
12C,9.0
13C,10.0
14C,10.0
15C,11.0
16C,2.0
17C,2.0
18C,4.0
19C,3.0
20C,4.0
21C,5.0
22C,5.0
23C,6.0
24C,9.0
25C,8.0
26C,9.0
27C,10.0
28C,11.0
29C,12.0
30C,12.0
