Pattern,Scores
01G,2.0
02G,0.0
03G,2.0
04G,3.0
05G,4.0
06G,4.0
07G,5.0
08G,5.0
09G,7.0
10G,7.0
11G,9.0
12G,9.0
13G,10.0
14G,10.0
15G,11.0
16G,2.0
17G,2.0
18G,4.0
19G,3.0
20G,4.0
21G,5.0
22G,5.0
23G,6.0
24G,9.0
25G,8.0
26G,9.0
27G,10.0
28G,11.0
29G,12.0
30G,12.0
