Pattern,Scores
01G,1.0
02G,2.25
03G,1.0
04G,5.0
05G,0.75
06G,0.75
07G,8.75
08G,10.0
09G,13.75
10G,13.75
11G,10.0
12G,14.0
13G,13.75
14G,13.75
15G,15.0
16G,0.0
17G,0.75
18G,0.25
19G,4.0
20G,0.5
21G,8.75
22G,0.25
23G,10.0
24G,13.75
25G,8.75
26G,10.0
27G,12.5
28G,15.0
29G,13.75
30G,15.0
